run,repetition,combo_idx,seed,p_depol,cutoff_active,n_mem,delivered_AC,delivered_BD,delivered_total,meanF_AC,meanF_BD,meanF_total,attempts
192.0,24.0,8.0,24.0,0.02,0.0,20.0,229.0,238.0,467.0,0.6463039175025251,0.6536214113097172,0.6499626644061212,1.0
193.0,25.0,1.0,25.0,0.02,0.0,5.0,233.0,228.0,461.0,0.7745754202003168,0.7741996260757853,0.774387523138051,1.0
194.0,25.0,2.0,25.0,0.02,1.0,5.0,48.0,64.0,112.0,0.9002783161710984,0.8933375664623245,0.8968079413167115,1.0
195.0,25.0,3.0,25.0,0.05,0.0,5.0,219.0,235.0,454.0,0.7381088932190665,0.7277360668754879,0.7329224800472771,1.0
196.0,25.0,4.0,25.0,0.05,1.0,5.0,56.0,45.0,101.0,0.8410704413290956,0.843195713679043,0.8421330775040693,1.0
197.0,25.0,5.0,25.0,0.1,0.0,5.0,222.0,237.0,459.0,0.6558425767479055,0.6619816492175871,0.6589121129827462,1.0
198.0,25.0,6.0,25.0,0.1,1.0,5.0,55.0,60.0,115.0,0.7560070437634173,0.7537604704227654,0.7548837570930913,1.0
199.0,25.0,7.0,25.0,0.02,0.0,10.0,224.0,231.0,455.0,0.7111581075546721,0.7093959335018567,0.7102770205282645,1.0
200.0,25.0,8.0,25.0,0.02,0.0,20.0,233.0,222.0,455.0,0.6400989376443487,0.6422625940845411,0.6411807658644448,1.0
201.0,26.0,1.0,26.0,0.02,0.0,5.0,172.0,165.0,337.0,0.783729519320731,0.7786999912601626,0.7812147552904468,1.0
202.0,26.0,2.0,26.0,0.02,1.0,5.0,49.0,47.0,96.0,0.9079001984612437,0.9150728267225916,0.9114865125919176,1.0
203.0,26.0,3.0,26.0,0.05,0.0,5.0,245.0,246.0,491.0,0.7377083668519125,0.7384902888251398,0.7380993278385262,1.0
204.0,26.0,4.0,26.0,0.05,1.0,5.0,31.0,54.0,85.0,0.8512542417818714,0.8445240826688043,0.8478891622253378,1.0
205.0,26.0,5.0,26.0,0.1,0.0,5.0,246.0,245.0,491.0,0.6680532487818224,0.6674296397286141,0.6677414442552183,1.0
206.0,26.0,6.0,26.0,0.1,1.0,5.0,51.0,67.0,118.0,0.7473670552942779,0.7599372690669519,0.7536521621806149,1.0
207.0,26.0,7.0,26.0,0.02,0.0,10.0,235.0,256.0,491.0,0.7084329031194042,0.7186687583911214,0.7135508307552628,1.0
208.0,26.0,8.0,26.0,0.02,0.0,20.0,244.0,248.0,492.0,0.6501301118310303,0.6539117863887288,0.6520209491098796,1.0
209.0,27.0,1.0,27.0,0.02,0.0,5.0,233.0,224.0,457.0,0.7794930552407023,0.7712311751863723,0.7753621152135373,1.0
210.0,27.0,2.0,27.0,0.02,1.0,5.0,65.0,56.0,121.0,0.898082564221367,0.9039174723766078,0.9010000182989875,1.0
211.0,27.0,3.0,27.0,0.05,0.0,5.0,240.0,220.0,460.0,0.7325195012084037,0.7315656563385742,0.732042578773489,1.0
212.0,27.0,4.0,27.0,0.05,1.0,5.0,44.0,45.0,89.0,0.8498102563425687,0.8458604204803103,0.8478353384114394,1.0
213.0,27.0,5.0,27.0,0.1,0.0,5.0,224.0,235.0,459.0,0.650755439280145,0.6575621905142085,0.6541588148971768,1.0
214.0,27.0,6.0,27.0,0.1,1.0,5.0,54.0,55.0,109.0,0.7581533480319359,0.7575883067761067,0.7578708274040213,1.0
215.0,27.0,7.0,27.0,0.02,0.0,10.0,244.0,217.0,461.0,0.7050170282053236,0.7023938769600618,0.7037054525826927,1.0
216.0,27.0,8.0,27.0,0.02,0.0,20.0,238.0,223.0,461.0,0.6275866402334748,0.6468796236607229,0.6372331319470989,1.0
217.0,28.0,1.0,28.0,0.02,0.0,5.0,216.0,237.0,453.0,0.7818412113977146,0.7811729870017518,0.7815070991997332,1.0
218.0,28.0,2.0,28.0,0.02,1.0,5.0,59.0,38.0,97.0,0.9110462059912732,0.9069053764431307,0.908975791217202,2.0
219.0,28.0,3.0,28.0,0.05,0.0,5.0,234.0,219.0,453.0,0.7333282841877341,0.725919136457806,0.7296237103227701,1.0
220.0,28.0,4.0,28.0,0.05,1.0,5.0,52.0,67.0,119.0,0.8453021641884317,0.8350772918989129,0.8401897280436723,1.0
221.0,28.0,5.0,28.0,0.1,0.0,5.0,234.0,219.0,453.0,0.661326296980571,0.6626514910328224,0.6619888940066967,1.0
222.0,28.0,6.0,28.0,0.1,1.0,5.0,49.0,55.0,104.0,0.7585030329084589,0.7526018065162932,0.755552419712376,1.0
223.0,28.0,7.0,28.0,0.02,0.0,10.0,234.0,219.0,453.0,0.7042397687254376,0.7074532293599178,0.7058464990426777,1.0
224.0,28.0,8.0,28.0,0.02,0.0,20.0,234.0,219.0,453.0,0.6292364245278615,0.6366643276801132,0.6329503761039874,1.0
225.0,29.0,1.0,29.0,0.02,0.0,5.0,257.0,216.0,473.0,0.7871797771806321,0.7793100534286747,0.7832449153046535,1.0
226.0,29.0,2.0,29.0,0.02,1.0,5.0,66.0,57.0,123.0,0.9059584290731888,0.9005005384682057,0.9032294837706972,1.0
227.0,29.0,3.0,29.0,0.05,0.0,5.0,257.0,216.0,473.0,0.739269207510515,0.7280616359379571,0.733665421724236,1.0
228.0,29.0,4.0,29.0,0.05,1.0,5.0,56.0,67.0,123.0,0.8473512333625149,0.8473481121803385,0.8473496727714267,1.0
229.0,29.0,5.0,29.0,0.1,0.0,5.0,236.0,237.0,473.0,0.6583200818828916,0.6590965182667351,0.6587083000748133,1.0
230.0,29.0,6.0,29.0,0.1,1.0,5.0,43.0,40.0,83.0,0.7598720518607572,0.7536521386987871,0.7567620952797722,1.0
231.0,29.0,7.0,29.0,0.02,0.0,10.0,232.0,241.0,473.0,0.7152720516412422,0.7080004524929426,0.7116362520670925,1.0
232.0,29.0,8.0,29.0,0.02,0.0,20.0,207.0,266.0,473.0,0.6412491370252146,0.6567017689005747,0.6489754529628946,1.0
233.0,30.0,1.0,30.0,0.02,0.0,5.0,221.0,221.0,442.0,0.7681488251192042,0.7813268078974853,0.7747378165083447,1.0
234.0,30.0,2.0,30.0,0.02,1.0,5.0,73.0,58.0,131.0,0.9017457080282508,0.9085734792669309,0.9051595936475909,1.0
235.0,30.0,3.0,30.0,0.05,0.0,5.0,210.0,232.0,442.0,0.7234538798249095,0.7311518768589554,0.7273028783419324,1.0
236.0,30.0,4.0,30.0,0.05,1.0,5.0,52.0,42.0,94.0,0.8379616043053814,0.8449547282199826,0.841458166262682,1.0
237.0,30.0,5.0,30.0,0.1,0.0,5.0,210.0,232.0,442.0,0.6502118951283371,0.6543461300280133,0.6522790125781752,1.0
238.0,30.0,6.0,30.0,0.1,1.0,5.0,64.0,51.0,115.0,0.7523177939884238,0.7540521719027932,0.7531849829456085,1.0
239.0,30.0,7.0,30.0,0.02,0.0,10.0,210.0,232.0,442.0,0.7098007327427324,0.6939989648703089,0.7018998488065207,1.0
240.0,30.0,8.0,30.0,0.02,0.0,20.0,210.0,232.0,442.0,0.6363694907162428,0.6222862534976279,0.6293278721069353,1.0
